Subject,Accuracy,Motion Direction,Movement Type
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
1,1,Cross,Across
1,0,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,1,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,1,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,0,Cross,Across
2,1,Cross,Across
2,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,0,Cross,Across
3,0,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
3,0,Cross,Across
3,0,Cross,Across
3,1,Cross,Across
3,1,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,0,Cross,Across
4,0,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
4,1,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,1,Cross,Across
5,0,Cross,Across
6,0,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
6,0,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,0,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,0,Cross,Across
6,0,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,1,Cross,Across
6,0,Cross,Across
6,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
7,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
8,0,Cross,Across
8,0,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,1,Cross,Across
8,0,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,0,Cross,Across
9,0,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,1,Cross,Across
9,0,Cross,Across
9,0,Cross,Across
10,1,Cross,Across
10,0,Cross,Across
10,1,Cross,Across
10,0,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,0,Cross,Across
10,0,Cross,Across
10,0,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,0,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,1,Cross,Across
10,0,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,1,Cross,Across
11,0,Cross,Across
11,0,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,0,Cross,Across
12,0,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,0,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
12,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,0,Cross,Across
13,0,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,0,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,0,Cross,Across
13,1,Cross,Across
13,1,Cross,Across
13,0,Cross,Across
13,1,Cross,Across
13,0,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
14,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,0,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,0,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,0,Cross,Across
15,0,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,0,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,0,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
15,1,Cross,Across
16,1,Cross,Across
16,0,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,0,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,0,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,0,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,1,Cross,Across
16,0,Cross,Across
16,0,Cross,Across
16,1,Cross,Across
17,0,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,0,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,0,Cross,Across
17,1,Cross,Across
17,0,Cross,Across
17,0,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,0,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
17,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,0,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
18,1,Cross,Across
19,1,Cross,Across
19,0,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,0,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
19,1,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,1,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
20,0,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,0,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,0,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
21,1,Cross,Across
22,0,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,0,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,0,Cross,Across
22,1,Cross,Across
22,0,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,0,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
22,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,0,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,0,Cross,Across
23,0,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,1,Cross,Across
23,0,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,0,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,0,Cross,Across
24,1,Cross,Across
24,0,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,0,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
24,0,Cross,Across
24,1,Cross,Across
24,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,0,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,0,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,0,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,1,Cross,Across
25,0,Cross,Across
25,1,Cross,Across
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,0,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,0,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
26,1,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,0,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,1,Cross,Within
27,0,Cross,Within
28,0,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,0,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
28,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,0,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
29,1,Cross,Within
30,0,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,0,Cross,Within
30,0,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
30,1,Cross,Within
31,1,Cross,Within
31,0,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,0,Cross,Within
31,0,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
31,0,Cross,Within
31,1,Cross,Within
31,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,0,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,1,Cross,Within
32,0,Cross,Within
32,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,0,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,0,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,0,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,0,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,0,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
33,1,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,0,Cross,Within
34,0,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
34,0,Cross,Within
34,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,0,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,1,Cross,Within
35,0,Cross,Within
35,0,Cross,Within
35,0,Cross,Within
35,1,Cross,Within
